0	-1.1785	
0.128205	-0.00224922	
0.25641	0.00119822	
0.384615	-0.00132136	
0.512821	0.00105001	
0.641026	-0.00117315	
0.769231	0.000901802	
0.897436	-0.00102494	
1.02564	0.000753591	
1.15385	-0.000876726	
1.28205	0.00060538	
1.41026	-0.000728515	
1.53846	0.00045717	
1.66667	-0.000580304	
1.79487	0.000308959	
1.92308	-0.000432094	
2.05128	0.000160749	
2.17949	-0.000283883	
2.30769	1.25379e-05	
2.4359	-0.000135673	
2.5641	-0.000135673	
2.69231	1.25379e-05	
2.82051	-0.000283883	
2.94872	0.000160749	
3.07692	-0.000432094	
3.20513	0.000308959	
3.33333	-0.000580304	
3.46154	0.00045717	
3.58974	-0.000728515	
3.71795	0.00060538	
3.84615	-0.000876726	
3.97436	0.000753591	
4.10256	-0.00102494	
4.23077	0.000901802	
4.35897	-0.00117315	
4.48718	0.00105	
4.61538	-0.000654148	
4.74359	-1.11812	
4.87179	-3.64578	
5	-3.71071	
