0	11.3845	
0.128205	-0.284118	
0.25641	-10.659	
0.384615	1.25094	
0.512821	1.34056	
0.641026	-0.0049453	
0.769231	6.9604e-08	
0.897436	-6.38299e-13	
1.02564	2.86877e-12	
1.15385	-2.69866e-12	
1.28205	2.25466e-12	
1.41026	-2.03141e-12	
1.53846	1.66394e-12	
1.66667	-1.43982e-12	
1.79487	1.14521e-12	
1.92308	-9.32818e-13	
2.05128	7.11631e-13	
2.17949	-4.84639e-13	
2.30769	3.59247e-13	
2.4359	-1.24965e-13	
2.5641	7.97266e-14	
2.69231	1.59476e-13	
2.82051	-1.2528e-13	
2.94872	3.67767e-13	
3.07692	-2.39399e-13	
3.20513	5.03186e-13	
3.33333	-2.90279e-13	
3.46154	5.53295e-13	
3.58974	-2.6913e-13	
3.71795	5.1003e-13	
3.84615	-1.97944e-13	
3.97436	3.65064e-12	
4.10256	6.86945e-08	
4.23077	-0.00484289	
4.35897	1.30793	
4.48718	1.48605	
4.61538	1.47779	
4.74359	1.24739	
4.87179	-10.9018	
5	-11.2211	
