0	3.44927	2.72846	0.959295	4.44065e-07	-5.61584e-07	0	-3.53468e-07	-2.76242e-07	-1.02273e-07	2.13644e-08	-3.12196e-08	0	
0.102564	3.44876	2.72801	0.919507	0.098019	-0.110132	0	-0.0102246	-0.00908717	-0.795744	1.96036	-2.20262	0	
0.205128	3.44018	2.7207	0.826516	0.257158	-0.30127	0	-0.1613	-0.136996	-1.06408	1.22241	-1.62013	0	
0.307692	3.38287	2.67423	0.780233	0.326161	-0.392073	0	-0.984895	-0.792529	0.138421	0.157662	-0.19594	0	
0.410256	3.25326	2.57092	0.8183	0.308217	-0.375027	0	-1.60733	-1.27362	0.62293	-0.516553	0.536867	0	
0.512821	3.08394	2.43685	0.855109	0.246189	-0.299484	0	-1.77915	-1.40772	0.113242	-0.723992	0.973984	0	
0.615385	2.9003	2.29151	0.838807	0.174439	-0.211712	0	-1.89364	-1.49919	-0.439276	-0.711019	0.781443	0	
0.717949	2.70473	2.13656	0.781632	0.10434	-0.128302	0	-2.01777	-1.59965	-0.704214	-0.690954	0.88676	0	
0.820513	2.49899	1.97339	0.706515	0.0400629	-0.0490744	0	-2.09686	-1.66381	-0.798134	-0.594584	0.697792	0	
0.923077	2.2885	1.80636	0.628501	-0.0143775	0.0174081	0	-2.11296	-1.67687	-0.762133	-0.494223	0.631855	0	
1.02564	2.07958	1.6406	0.55723	-0.0569531	0.0702723	0	-2.06556	-1.63834	-0.66328	-0.357286	0.425425	0	
1.12821	1.87792	1.48072	0.496629	-0.0872291	0.10766	0	-1.96758	-1.55923	-0.54875	-0.248233	0.322321	0	
1.23077	1.68767	1.33003	0.44661	-0.106265	0.13163	0	-1.83736	-1.45459	-0.451614	-0.132487	0.157078	0	
1.33333	1.51127	1.19044	0.405043	-0.115871	0.143677	0	-1.6906	-1.33717	-0.379734	-0.0596248	0.0838742	0	
1.4359	1.34981	1.06278	0.369588	-0.118097	0.146862	0	-1.53867	-1.21596	-0.329356	0.0151092	-0.0201744	0	
1.53846	1.20339	0.947119	0.338304	-0.114898	0.143083	0	-1.38962	-1.09729	-0.296337	0.0488647	-0.0554187	0	
1.64103	1.0715	0.843012	0.309861	-0.107999	0.134864	0	-1.24819	-0.984841	-0.272518	0.0891151	-0.10896	0	
1.74359	0.953208	0.749711	0.283509	-0.0987988	0.123583	0	-1.11768	-0.881176	-0.254523	0.0948864	-0.116657	0	
1.84615	0.84734	0.666276	0.258877	-0.0884422	0.110929	0	-0.999672	-0.787525	-0.238119	0.112244	-0.136414	0	
1.94872	0.752607	0.591673	0.23584	-0.0777515	0.0977065	0	-0.894979	-0.704528	-0.222616	0.101569	-0.128042	0	
2.05128	0.667684	0.524843	0.214365	-0.0673791	0.0848974	0	-0.803481	-0.632072	-0.206885	0.105879	-0.12814	0	
2.15385	0.591282	0.464756	0.194452	-0.0577201	0.0728749	0	-0.724552	-0.569659	-0.191371	0.0873008	-0.112311	0	
2.25641	0.5222	0.410453	0.176077	-0.0490976	0.0621451	0	-0.657097	-0.5164	-0.176123	0.0851494	-0.102284	0	
2.35897	0.459357	0.361073	0.159191	-0.0416504	0.0528236	0	-0.599747	-0.471198	-0.161593	0.0637941	-0.084145	0	
2.46154	0.401823	0.315873	0.143713	-0.0355277	0.0451564	0	-0.550946	-0.432798	-0.147978	0.0586593	-0.0691993	0	
2.5641	0.348824	0.27424	0.129541	-0.0307472	0.0391417	0	-0.509022	-0.399863	-0.135455	0.036951	-0.0510955	0	
2.66667	0.299761	0.235696	0.116564	-0.0273867	0.03491	0	-0.472247	-0.37101	-0.124096	0.030258	-0.033537	0	
2.76923	0.254205	0.199904	0.104662	-0.0254094	0.0324072	0	-0.438861	-0.344839	-0.113937	0.00928871	-0.0165195	0	
2.87179	0.211906	0.166664	0.0937129	-0.0248462	0.0316892	0	-0.407116	-0.31996	-0.105044	0.00197572	0.00216062	0	
2.97436	0.172784	0.135914	0.0835785	-0.0255875	0.0326172	0	-0.375315	-0.29503	-0.0976449	-0.0168019	0.016398	0	
3.07692	0.136925	0.107723	0.0741322	-0.0275532	0.0350938	0	-0.341863	-0.26879	-0.0912799	-0.0225127	0.0331346	0	
3.17949	0.104557	0.0822709	0.065133	-0.0304538	0.0387609	0	-0.30551	-0.240255	-0.0887037	-0.0354982	0.0402078	0	
3.28205	0.0760281	0.059834	0.0565274	-0.0339484	0.0431717	0	-0.265061	-0.208484	-0.0834081	-0.0343949	0.0480069	0	
3.38462	0.0517339	0.0407236	0.0478503	-0.037381	0.0475242	0	-0.220822	-0.173722	-0.0901344	-0.0342564	0.0390428	0	
3.48718	0.0320913	0.0252691	0.0393673	-0.0399361	0.0507348	0	-0.172029	-0.135368	-0.0795243	-0.0168455	0.0251701	0	
3.58974	0.0173549	0.0136713	0.0306396	-0.0403572	0.0512795	0	-0.122699	-0.0965862	-0.095029	0.00842309	-0.014277	0	
3.69231	0.00757137	0.00596821	0.022556	-0.0371018	0.0471006	0	-0.0729699	-0.0574736	-0.0666431	0.0566844	-0.0693007	0	
3.79487	0.00231133	0.00182383	0.0159967	-0.0280985	0.0356895	0	-0.0322295	-0.025413	-0.0645437	0.123381	-0.15892	0	
3.89744	0.000349961	0.000276615	0.0113847	-0.0109648	0.0138718	0	-0.00699654	-0.0055302	-0.0276945	0.219293	-0.277434	0	
4	6.60512e-08	5.19758e-08	0.01	-6.39607e-08	8.12813e-08	0	-3.29163e-08	-2.59018e-08	-3.38518e-10	2.60778e-09	-3.32191e-09	0	
