0	7.28318	16.7958	0.108474	-0.429979	
0.102564	7.28318	16.7958	0.123187	-0.671005	
0.205128	7.28318	16.7958	0.00617139	-0.343974	
0.307692	7.28318	16.7958	-0.0264732	-0.115925	
0.410256	7.28318	16.7958	-0.0334411	0.039048	
0.512821	7.28318	16.7958	-0.033596	0.140458	
0.615385	7.28318	16.7958	-0.0345964	0.202974	
0.717949	7.28318	16.7958	-0.0445349	0.237584	
0.820513	7.28318	16.7958	-0.0111656	0.252478	
0.923077	7.28318	16.7958	0.0125084	0.253713	
1.02564	7.28318	16.7958	-0.0111656	0.245725	
1.12821	7.28318	16.7958	0.0125084	0.231706	
1.23077	7.28318	16.7958	-0.0111656	0.2139	
1.33333	7.28318	16.7958	-0.0452243	0.193824	
1.4359	7.28318	16.7958	-0.0203171	0.172439	
1.53846	7.28318	16.7958	-0.0119968	0.150282	
1.64103	7.28318	16.7958	-0.0089395	0.127568	
1.74359	7.28318	16.7958	-0.0075676	0.104273	
1.84615	7.28318	16.7958	-0.00671797	0.0801977	
1.94872	7.28318	16.7958	-0.00597824	0.0550287	
2.05128	7.28318	16.7958	-0.00516762	0.0283862	
2.15385	7.28318	16.7958	-0.00417475	-0.000125322	
2.25641	7.28318	16.7958	-0.00290705	-0.0308661	
2.35897	7.28318	16.7958	-0.00127489	-0.0641049	
2.46154	7.28318	16.7958	0.000813095	-0.0999525	
2.5641	7.28318	16.7958	0.0034508	-0.138281	
2.66667	7.28318	16.7958	0.00673245	-0.178623	
2.76923	7.28318	16.7958	0.0107445	-0.220041	
2.87179	7.28318	16.7958	0.0155396	-0.260964	
2.97436	7.28318	16.7958	0.0210532	-0.298968	
3.07692	7.28318	16.7958	0.0268388	-0.330494	
3.17949	7.28318	16.7958	0.0312187	-0.350478	
3.28205	7.28318	16.7958	0.0457702	-0.351866	
3.38462	7.28318	16.7958	0.0612694	-0.324969	
3.48718	7.28318	16.7958	0.0677646	-0.256627	
3.58974	7.28318	16.7958	0.0735511	-0.129091	
3.69231	7.28318	16.7958	0.0661508	0.0814396	
3.79487	7.28318	16.7958	0.0104405	0.406761	
3.89744	7.28318	16.7958	-0.204761	0.889225	
4	7.28318	16.7958	-0.185202	0.589394	
