0	0.668999	0.669112	0.677072	0.680676	
0.26087	1.33853	1.34171	1.33785	1.34038	
0.521739	1.32342	1.32581	1.31918	1.31984	
0.782609	1.30194	1.30222	1.3046	1.30621	
1.04348	1.28818	1.28958	1.28776	1.28853	
1.30435	1.27797	1.27906	1.27838	1.28048	
1.56522	1.27516	1.27779	1.27548	1.2774	
1.82609	1.27977	1.28253	1.27946	1.28306	
2.08696	1.29022	1.29506	1.29074	1.29474	
2.34783	1.30697	1.31292	1.3063	1.31259	
2.6087	1.3259	1.33502	1.32613	1.33376	
2.86957	1.34612	1.35779	1.34493	1.35618	
3.13043	1.36085	1.37841	1.3612	1.37485	
3.3913	1.36981	1.38986	1.36515	1.3876	
3.65217	1.35713	1.38969	1.36402	1.38616	
3.91304	1.3403	1.36987	1.3324	1.37228	
4.17391	1.27522	1.34423	1.31377	1.33138	
4.43478	1.29621	1.28356	1.21522	1.25559	
4.69565	1.2386	1.1279	1.29325	1.12912	
4.95652	1.35703	0.911564	1.34828	0.994686	
5.21739	1.24433	0.929815	1.26769	0.941293	
5.47826	0.670681	1.17265	0.794358	1.10333	
5.73913	0.309131	0.657734	0.0668889	0.67851	
6	0.295089	0.633314	0.0358156	0.658478	
