
---------------------------------
STARTING SOLVE:
---------------------------------
num states (in ADMM): 12
num inputs (in ADMM): 4
num constraints per point = 32
constraints list length = 4

Iteration 59 -- objective cost: 126.544 -- feasibility (inf-norm): 2.70657e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.544rho1: 83.6709, rho2: 3921.35, rho3: 1050.67
Iteration 60 -- objective cost: 126.511 -- feasibility (inf-norm): 2.63182e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.511rho1: 85.3443, rho2: 3921.35, rho3: 1050.67
Iteration 61 -- objective cost: 126.478 -- feasibility (inf-norm): 2.55959e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.478rho1: 87.0512, rho2: 3921.35, rho3: 1050.67
Iteration 62 -- objective cost: 126.446 -- feasibility (inf-norm): 2.48976e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.446rho1: 88.7922, rho2: 3921.35, rho3: 1050.67
Iteration 63 -- objective cost: 126.416 -- feasibility (inf-norm): 2.42225e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.416rho1: 90.5681, rho2: 3921.35, rho3: 1050.67
Iteration 64 -- objective cost: 126.386 -- feasibility (inf-norm): 2.35695e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.386rho1: 92.3794, rho2: 3921.35, rho3: 1050.67
Iteration 65 -- objective cost: 126.357 -- feasibility (inf-norm): 2.29376e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.357rho1: 94.227, rho2: 3921.35, rho3: 1050.67
Iteration 66 -- objective cost: 126.329 -- feasibility (inf-norm): 2.23262e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.329rho1: 96.1116, rho2: 3921.35, rho3: 1050.67
Iteration 67 -- objective cost: 126.302 -- feasibility (inf-norm): 2.17344e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.302rho1: 98.0338, rho2: 3921.35, rho3: 1050.67
Iteration 68 -- objective cost: 126.276 -- feasibility (inf-norm): 2.11614e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.276rho1: 99.9945, rho2: 3921.35, rho3: 1050.67
Iteration 69 -- objective cost: 126.25 -- feasibility (inf-norm): 2.06065e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.25rho1: 101.994, rho2: 3921.35, rho3: 1050.67
Iteration 70 -- objective cost: 126.225 -- feasibility (inf-norm): 2.0069e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.225rho1: 104.034, rho2: 3921.35, rho3: 1050.67
Iteration 71 -- objective cost: 126.201 -- feasibility (inf-norm): 1.95483e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.201rho1: 106.115, rho2: 3921.35, rho3: 1050.67
Iteration 72 -- objective cost: 126.178 -- feasibility (inf-norm): 1.90437e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.178rho1: 108.237, rho2: 3921.35, rho3: 1050.67
Iteration 73 -- objective cost: 126.155 -- feasibility (inf-norm): 1.85546e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.155rho1: 110.402, rho2: 3921.35, rho3: 1050.67
Iteration 74 -- objective cost: 126.133 -- feasibility (inf-norm): 1.80804e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.133rho1: 112.61, rho2: 3921.35, rho3: 1050.67
Iteration 75 -- objective cost: 126.111 -- feasibility (inf-norm): 1.76206e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.111rho1: 114.862, rho2: 3921.35, rho3: 1050.67
Iteration 76 -- objective cost: 126.09 -- feasibility (inf-norm): 1.71746e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.09rho1: 117.159, rho2: 3921.35, rho3: 1050.67
Iteration 77 -- objective cost: 126.07 -- feasibility (inf-norm): 1.67419e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.07rho1: 119.503, rho2: 3921.35, rho3: 1050.67
Iteration 78 -- objective cost: 126.05 -- feasibility (inf-norm): 1.63221e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.05rho1: 121.893, rho2: 3921.35, rho3: 1050.67
Iteration 79 -- objective cost: 126.031 -- feasibility (inf-norm): 1.59146e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.031rho1: 124.331, rho2: 3921.35, rho3: 1050.67
Iteration 80 -- objective cost: 126.012 -- feasibility (inf-norm): 1.55191e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 126.012rho1: 126.817, rho2: 3921.35, rho3: 1050.67
Iteration 81 -- objective cost: 125.994 -- feasibility (inf-norm): 1.51352e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 125.994rho1: 129.354, rho2: 3921.35, rho3: 1050.67
Iteration 82 -- objective cost: 125.976 -- feasibility (inf-norm): 1.47623e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 125.976rho1: 131.941, rho2: 3921.35, rho3: 1050.67
Iteration 83 -- objective cost: 125.959 -- feasibility (inf-norm): 1.44002e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 125.959rho1: 134.579, rho2: 3921.35, rho3: 1050.67
Iteration 84 -- objective cost: 125.942 -- feasibility (inf-norm): 1.40484e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 125.942rho1: 137.271, rho2: 3921.35, rho3: 1050.67
Iteration 85 -- objective cost: 125.926 -- feasibility (inf-norm): 1.37066e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 125.926rho1: 140.016, rho2: 3921.35, rho3: 1050.67
Iteration 86 -- objective cost: 125.91 -- feasibility (inf-norm): 1.33745e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 125.91rho1: 142.817, rho2: 3921.35, rho3: 1050.67
Iteration 87 -- objective cost: 125.894 -- feasibility (inf-norm): 1.30516e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 125.894rho1: 145.673, rho2: 3921.35, rho3: 1050.67
Iteration 88 -- objective cost: 125.879 -- feasibility (inf-norm): 1.27379e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 125.879rho1: 148.587, rho2: 3921.35, rho3: 1050.67
Iteration 89 -- objective cost: 125.864 -- feasibility (inf-norm): 1.24328e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 125.864rho1: 151.558, rho2: 3921.35, rho3: 1050.67
Iteration 90 -- objective cost: 125.85 -- feasibility (inf-norm): 1.21361e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 125.85rho1: 154.589, rho2: 3921.35, rho3: 1050.67
Iteration 91 -- objective cost: 125.835 -- feasibility (inf-norm): 1.18476e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 125.835rho1: 157.681, rho2: 3921.35, rho3: 1050.67
Iteration 92 -- objective cost: 125.822 -- feasibility (inf-norm): 1.15669e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 125.822rho1: 160.835, rho2: 3921.35, rho3: 1050.67
Iteration 93 -- objective cost: 125.808 -- feasibility (inf-norm): 1.12939e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 125.808rho1: 164.052, rho2: 3921.35, rho3: 1050.67
Iteration 94 -- objective cost: 125.795 -- feasibility (inf-norm): 1.10282e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 125.795rho1: 167.333, rho2: 3921.35, rho3: 1050.67
Iteration 95 -- objective cost: 125.783 -- feasibility (inf-norm): 1.07697e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 125.783rho1: 170.679, rho2: 3921.35, rho3: 1050.67
Iteration 96 -- objective cost: 125.77 -- feasibility (inf-norm): 1.05181e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 125.77rho1: 174.093, rho2: 3921.35, rho3: 1050.67
Iteration 97 -- objective cost: 125.758 -- feasibility (inf-norm): 1.02732e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 125.758rho1: 177.575, rho2: 3921.35, rho3: 1050.67
Iteration 98 -- objective cost: 125.746 -- feasibility (inf-norm): 1.00347e-06 -- constraint satisfaction (inf-norm): 0-- full objective: 125.746rho1: 181.126, rho2: 3921.35, rho3: 1050.67
Iteration 99 -- objective cost: 125.735 -- feasibility (inf-norm): 9.80257e-07 -- constraint satisfaction (inf-norm): 0-- full objective: 125.735rho1: 184.749, rho2: 3921.35, rho3: 1050.67
Finished at iteration 100 -- objective cost: 125.735 -- feasibility (inf-norm): 9.80257e-07 -- constraint satisfaction (inf-norm): 0

---------------------------------
TIMING:
---------------------------------
Total time spent in dynamics: 0.136951 (sec)
Total time spent in first ADMM update: 0.13146 (sec)
Total time spent in second ADMM update: 0.261861 (sec)
Total update time: 0.393321 (sec)
