0	0.703174	0.727769	0.844088	0.856104	
0.263158	1.56281	1.57971	1.51029	1.54254	
0.526316	1.53751	1.5431	1.4724	1.46589	
0.789474	1.42181	1.40935	1.49602	1.47497	
1.05263	1.42917	1.40183	1.38234	1.37906	
1.31579	1.34219	1.34403	1.36358	1.34906	
1.57895	1.31013	1.30917	1.30513	1.30676	
1.84211	1.27318	1.27533	1.26976	1.27493	
2.10526	1.24088	1.2469	1.2467	1.25017	
2.36842	1.22671	1.22993	1.21918	1.22624	
2.63158	1.20346	1.21121	1.21101	1.21443	
2.89474	1.1982	1.20302	1.19245	1.19921	
3.15789	1.18397	1.19027	1.18953	1.19123	
3.42105	1.18297	1.17763	1.18143	1.18039	
3.68421	1.19015	1.16704	1.17395	1.16139	
3.94737	1.16162	1.14269	1.20501	1.15514	
4.21053	1.21072	1.17108	1.14031	1.11379	
4.47368	1.11667	1.10638	1.18837	1.19912	
4.73684	1.08914	1.14467	1.13343	1.17218	
5	0.612132	0.64498	0.472788	0.509391	
