0	0.684316	0.686067	0.670722	0.681158	
0.172414	1.34905	1.35973	1.35078	1.36164	
0.344828	1.33518	1.3457	1.34266	1.34686	
0.517241	1.32746	1.33086	1.32648	1.33156	
0.689655	1.31437	1.31769	1.31665	1.31911	
0.862069	1.30678	1.30933	1.30563	1.30885	
1.03448	1.29974	1.30334	1.30071	1.30411	
1.2069	1.29806	1.30245	1.29807	1.30244	
1.37931	1.29933	1.3047	1.3003	1.30564	
1.55172	1.30473	1.31114	1.30583	1.31218	
1.72414	1.31361	1.32076	1.31478	1.32239	
1.89655	1.32549	1.33363	1.327	1.33553	
2.06897	1.34061	1.34899	1.34178	1.35177	
2.24138	1.3584	1.36772	1.35929	1.36996	
2.41379	1.37825	1.38762	1.37967	1.39247	
2.58621	1.40149	1.41309	1.40103	1.41526	
2.75862	1.42358	1.43701	1.42648	1.44566	
2.93103	1.45261	1.47036	1.44592	1.47074	
3.10345	1.47533	1.49759	1.46784	1.50282	
3.27586	1.4905	1.54516	1.48745	1.50546	
3.44828	1.44821	1.50517	1.44546	1.46808	
3.62069	1.33597	1.38127	1.31512	1.33977	
3.7931	1.22054	1.2494	1.212	1.22415	
3.96552	1.17518	1.18271	1.19564	1.14021	
4.13793	1.24525	1.14821	1.2646	1.08663	
4.31034	1.40719	1.06033	1.41896	1.15295	
4.48276	1.53751	1.20321	1.66579	1.13573	
4.65517	1.49696	1.08365	1.62515	1.65869	
4.82759	1.00702	1.52687	0.871147	1.47145	
5	0.292587	1.13077	0.165579	0.36227	
