0	-4.29989	-4.41916	-4.14769	-8.91533e-16	-2.71546e-16	9.74671e-16	-0.167214	-0.0536427	0.127701	-1.37956e-16	-1.64157e-16	2.29811e-16	
0.555556	-4.24809	-3.4641	-4.02784	1.30306	-0.2	-6.29693	0.374401	3.87386	0.351727	5.21223	-0.8	-25.1877	
1.11111	-3.24252	-1.16002	-3.81571	-0.096162	-0.0821092	-14.4483	3.6479	5.34248	0.496772	-10.8091	1.27156	-7.41794	
1.66667	-1.29097	0.859678	-3.33589	-0.75721	0.13254	-16.47	4.15829	2.73631	1.42253	8.16491	-0.412966	-0.668746	
2.22222	0.66168	2.26781	-2.27862	0.771678	0.0351923	-15.3858	3.65231	2.8962	2.80653	-2.04936	0.023574	5.00567	
2.77778	2.31651	3.48781	-0.672368	-0.454813	0.2	-12.3022	2.967	1.9838	3.61848	-2.85661	0.635657	7.32874	
3.33333	3.43551	4.09986	1.11322	-0.370429	-0.2	-8.07695	1.50901	0.464438	3.52385	3.19414	-2.23566	9.57215	
3.88889	4.02271	4.1829	2.77348	0.475234	-0.179457	-3.57555	0.839777	-0.132299	3.11722	0.188515	2.31783	8.43345	
4.44444	4.14871	4.29984	4.00297	0.261182	0.2	-0.733594	-0.335778	0.600073	1.80074	-1.04473	-0.8	2.93438	
5	4.01878	4.46939	4.49674	4.2861e-16	-6.67391e-17	1.00697e-16	-0.183907	0.0781256	0.174306	-6.39288e-17	-1.64009e-17	-7.79975e-17	
