0	1.74113	-4.33297	1.94891	3.04723e-14	2.33978e-13	0	8.74126e-14	-1.3219e-14	-3.27303e-13	-2.81866e-14	-2.27015e-14	0	
0.102564	1.74867	-4.33862	1.96349	0.177259	0.235188	0	0.150931	-0.113082	0.291557	3.54517	4.70376	0	
0.205128	1.76802	-4.35277	1.95067	0.585677	0.783416	0	0.236012	-0.169801	-0.54804	4.6232	6.26078	0	
0.307692	1.79941	-4.37262	1.84949	1.05903	1.42394	0	0.391819	-0.227381	-1.47557	4.84387	6.5498	0	
0.410256	1.84717	-4.39384	1.65246	1.54931	2.08216	0	0.56343	-0.19687	-2.4649	4.96162	6.6145	0	
0.512821	1.90942	-4.40726	1.35835	2.04083	2.71605	0	0.681414	-0.0715197	-3.41731	4.86892	6.06327	0	
0.615385	1.9888	-4.36346	1.01022	2.4947	3.2318	0	0.906334	0.947425	-3.54532	4.20844	4.25168	0	
0.717949	2.04962	-4.21333	0.715872	2.84997	3.52903	0	0.309983	2.05512	-2.34166	2.89698	1.69289	0	
0.820513	2.02965	-3.98625	0.545903	3.05678	3.58678	0	-0.709476	2.48652	-1.05771	1.23928	-0.537792	0	
0.923077	1.91266	-3.72938	0.508134	3.08613	3.44421	0	-1.63027	2.65098	0.302326	-0.652395	-2.31358	0	
1.02564	1.73072	-3.44761	0.61282	2.92879	3.14014	0	-2.00846	2.98431	1.7914	-2.49447	-3.76781	0	
1.12821	1.54387	-3.12569	0.804499	2.62556	2.72461	0	-1.72855	3.45418	2.04218	-3.57007	-4.54278	0	
1.23077	1.37627	-2.77579	0.964996	2.25845	2.2661	0	-1.62346	3.54389	1.16777	-3.77205	-4.62739	0	
1.33333	1.22171	-2.41794	1.03462	1.88737	1.81232	0	-1.46776	3.61294	0.224684	-3.64955	-4.44828	0	
1.4359	1.08366	-2.05644	1.00807	1.53055	1.37813	0	-1.29331	3.61716	-0.755729	-3.48702	-4.23565	0	
1.53846	0.962366	-1.69803	0.884149	1.19092	0.966374	0	-1.13249	3.55093	-1.72261	-3.30545	-3.99938	0	
1.64103	0.855234	-1.34828	0.666028	0.874363	0.58721	0	-1.01016	3.44407	-2.63982	-3.02573	-3.58389	0	
1.74359	0.782318	-1.04501	0.398373	0.598482	0.273053	0	-0.448164	2.62133	-2.71326	-2.49188	-2.69926	0	
1.84615	0.758133	-0.840798	0.186218	0.384312	0.0600134	0	-0.0355224	1.46297	-1.52985	-1.79152	-1.56153	0	
1.94872	0.754899	-0.72469	0.078548	0.234931	-0.0535916	0	-0.0291599	0.859197	-0.623541	-1.19612	-0.710567	0	
2.05128	0.746637	-0.651451	0.0348866	0.135158	-0.101236	0	-0.13608	0.605587	-0.249688	-0.799325	-0.242329	0	
2.15385	0.726682	-0.596903	0.0195639	0.0689195	-0.113091	0	-0.263026	0.485384	-0.0567654	-0.525452	0.00522963	0	
2.25641	0.694756	-0.550794	0.0159307	0.0261312	-0.105902	0	-0.375493	0.436783	-0.0158988	-0.330314	0.138554	0	
2.35897	0.652316	-0.507778	0.0153937	0.000284324	-0.0886709	0	-0.473297	0.423547	0.00515895	-0.186623	0.206072	0	
2.46154	0.601094	-0.46511	0.0168375	-0.0128272	-0.0667759	0	-0.551145	0.429816	0.0237168	-0.0756069	0.231828	0	
2.5641	0.543272	-0.421405	0.0191739	-0.0166746	-0.0435988	0	-0.605306	0.444277	0.0230111	-0.00134089	0.231713	0	
2.66667	0.48119	-0.376236	0.0203394	-0.0142462	-0.0211325	0	-0.636336	0.459093	0.000299259	0.049908	0.217613	0	
2.76923	0.417036	-0.329805	0.0196257	-0.00738111	-0.000406392	0	-0.646742	0.469541	-0.0145743	0.0873938	0.196909	0	
2.87179	0.352798	-0.282728	0.0181951	0.00239155	0.0181724	0	-0.638023	0.47199	-0.0140366	0.108059	0.174665	0	
2.97436	0.290296	-0.23593	0.0169543	0.0138841	0.0346761	0	-0.612007	0.46398	-0.0107801	0.121791	0.15541	0	
3.07692	0.231177	-0.19053	0.0163672	0.0264384	0.049315	0	-0.570365	0.444001	-0.000960598	0.129296	0.137369	0	
3.17949	0.176855	-0.147728	0.0158458	0.0392515	0.0621255	0	-0.516092	0.412048	-0.00946771	0.126966	0.118842	0	
3.28205	0.128565	-0.108744	0.0147929	0.0514469	0.0731609	0	-0.449708	0.367626	-0.0115901	0.116941	0.101866	0	
3.38462	0.0873246	-0.0747091	0.0125577	0.0621378	0.0818075	0	-0.375094	0.313077	-0.0331139	0.096876	0.0710665	0	
3.48718	0.0539118	-0.0465979	0.00850801	0.0699952	0.0870119	0	-0.293162	0.249148	-0.0478806	0.0602729	0.033022	0	
3.58974	0.0289108	-0.0252144	0.00402079	0.0728729	0.0869774	0	-0.206859	0.178521	-0.0418637	-0.00272048	-0.0337124	0	
3.69231	0.0123726	-0.0108743	0.000576594	0.0679601	0.0788297	0	-0.123905	0.108281	-0.0270201	-0.0955339	-0.129242	0	
3.79487	0.00360716	-0.00319108	0.00130614	0.0517454	0.0588513	0	-0.0514035	0.0453829	0.041611	-0.228761	-0.270327	0	
3.89744	0.000518492	-0.000460965	0.00669334	0.0201537	0.0226675	0	-0.0103698	0.00921931	0.0661331	-0.403074	-0.453349	0	
4	-8.17718e-15	-2.5704e-14	0.01	1.47349e-13	-6.14897e-14	0	4.3509e-15	4.58065e-14	5.2342e-14	-3.55185e-14	6.60315e-15	0	
