0	0	-0.683	0	1.77	0	0.88	-1.57	0	0	0	0	0	0	0	
0.0677966	0.0304675	-0.656663	-0.0712651	1.81869	0.00277582	0.589303	-1.53364	0.914026	0.790104	-2.13795	1.46073	0.0832747	-8.7209	1.09083	
0.135593	0.10951	-0.591826	-0.264764	1.93133	-0.0265847	-0.0347265	-1.48016	1.45725	1.15503	-3.66701	1.91856	-0.964092	-10	0.513453	
0.20339	0.219234	-0.52657	-0.5611	2.03735	-0.101332	-0.701393	-1.46141	1.83448	0.802635	-5.22307	1.26187	-1.27833	-10	0.0492833	
0.271186	0.36209	-0.500687	-0.983975	2.094	-0.291493	-1.32588	-1.45255	2.45119	-0.0261478	-7.46319	0.437682	-4.42649	-8.73456	0.216508	
0.338983	0.510783	-0.532104	-1.51103	2.094	-0.728683	-1.73921	-1.40786	2.00958	-0.916352	-8.34838	-0.437682	-8.68921	-3.66524	1.12406	
0.40678	0.592398	-0.58663	-2.01039	2.02484	-1.35166	-1.91733	-1.32665	0.438854	-0.719416	-6.63247	-1.63706	-10	-1.67842	1.31209	
0.474576	0.589499	-0.605532	-2.38189	1.87244	-1.95189	-2.03112	-1.24834	-0.525802	0.152338	-4.51263	-2.93491	-8.00687	-1.73534	1.03743	
0.542373	0.541255	-0.572553	-2.62623	1.64588	-2.36538	-2.094	-1.18494	-0.921515	0.837046	-2.81745	-3.8619	-4.39809	-0.151078	0.864498	
0.610169	0.47464	-0.502754	-2.7767	1.37447	-2.5617	-2.094	-1.12782	-1.07696	1.25691	-1.69681	-4.28045	-1.49149	0.151077	0.849151	
0.677966	0.401531	-0.412607	-2.86827	1.08814	-2.62001	-2.09344	-1.07381	-1.11629	1.44751	-1.05007	-4.30961	-0.257581	-0.134235	0.771193	
0.745763	0.327868	-0.316288	-2.92507	0.811	-2.62439	-2.094	-1.0212	-1.0936	1.44205	-0.654105	-4.00443	0.126216	0.117393	0.806978	
0.813559	0.257032	-0.225969	-2.95778	0.565205	-2.61332	-2.06621	-0.968572	-1.0315	1.26753	-0.327242	-3.36943	0.205659	0.716345	0.771911	
0.881356	0.190568	-0.151423	-2.967	0.369854	-2.59781	-1.98881	-0.915683	-0.962412	0.968841	0.0507605	-2.4911	0.259768	1.60562	0.814764	
0.949153	0.128774	-0.0974928	-2.9511	0.232654	-2.57662	-1.85995	-0.861986	-0.891412	0.649079	0.426277	-1.6249	0.376001	2.26021	0.796126	
1.01695	0.0730666	-0.0626868	-2.91532	0.146053	-2.54695	-1.70311	-0.807839	-0.779798	0.395099	0.647191	-0.973129	0.513905	2.44506	0.828302	
1.08475	0.0256735	-0.0418391	-2.86866	0.0945726	-2.50949	-1.54038	-0.753296	-0.641995	0.230332	0.752635	-0.571279	0.610088	2.43688	0.807963	
1.15254	-0.0125323	-0.0297059	-2.8167	0.0638659	-2.46658	-1.38075	-0.698661	-0.504179	0.133664	0.806104	-0.349924	0.677139	2.35183	0.831111	
1.22034	-0.042098	-0.0225921	-2.76152	0.0443576	-2.41987	-1.22813	-0.643852	-0.382791	0.0797518	0.849153	-0.235325	0.724023	2.22667	0.813133	
1.28814	-0.0641853	-0.0182554	-2.70359	0.030627	-2.37035	-1.08475	-0.589069	-0.279827	0.0503472	0.888906	-0.176592	0.761538	2.0749	0.830369	
1.35593	-0.0799728	-0.0154245	-2.64307	0.0199089	-2.31851	-0.952057	-0.534215	-0.193798	0.0345808	0.926669	-0.144951	0.793922	1.90587	0.81526	
1.42373	-0.090518	-0.0133974	-2.58013	0.0109063	-2.26468	-0.830926	-0.479418	-0.122558	0.0262328	0.961386	-0.125129	0.82077	1.72805	0.82865	
1.49153	-0.0967426	-0.011794	-2.51501	0.0030648	-2.20918	-0.72167	-0.424591	-0.0641785	0.0218702	0.992345	-0.110115	0.844385	1.54962	0.816146	
1.55932	-0.0994433	-0.0104119	-2.44796	-0.0038285	-2.15228	-0.624128	-0.369825	-0.0168437	0.0195916	1.0191	-0.096684	0.862654	1.37664	0.826856	
1.62712	-0.0993011	-0.00914559	-2.37927	-0.00985167	-2.09424	-0.537771	-0.315046	0.0211082	0.0183979	1.04162	-0.084011	0.878282	1.21408	0.816498	
