0	8.28817e-08	-0.000148777	-1.39282e-06	-0.785343	-1.68843e-06	0.785398	1.57079	-2.45679e-07	-1.88454e-05	-2.42118e-07	7.07998e-06	-1.76486e-07	-0.667035	-8.27815e-05	
1.11111	-3.06388e-08	-0.000157714	-1.51219e-06	-0.785339	-1.76929e-06	0.851277	1.5708	-0.0176563	-0.0690164	0.0310582	-0.295267	-0.189039	-2.91668	0.12619	
2.22222	-3.30765e-09	-0.000155173	-1.48088e-06	-0.785341	-1.73547e-06	0.670109	1.57078	0.031188	0.121872	-0.0543442	0.513504	0.32412	5.16724	-0.216086	
3.33333	-1.19236e-08	-0.000156203	-1.49626e-06	-0.78534	-1.74023e-06	0.933626	1.57081	-0.0398508	-0.155761	0.0698779	-0.66297	-0.422467	-6.31604	0.281927	
4.44444	1.41459e-08	-0.000154347	-1.47475e-06	-0.785341	-1.72963e-06	0.6207	1.57077	0.0444166	0.173589	-0.0776383	0.735104	0.466218	6.52571	-0.311057	
5.55556	-4.35641e-09	-0.000156199	-1.50101e-06	-0.78534	-1.74607e-06	0.950096	1.57082	-0.0444166	-0.173592	0.0776382	-0.735103	-0.466218	-6.01515	0.31112	
6.66667	5.76117e-09	-0.000154797	-1.48272e-06	-0.785341	-1.72946e-06	0.637169	1.57078	0.0398509	0.155768	-0.0698778	0.662967	0.422467	4.98199	-0.282092	
7.77778	-2.0303e-08	-0.000157006	-1.51469e-06	-0.78534	-1.74935e-06	0.900686	1.57081	-0.0311881	-0.121882	0.0543439	-0.513501	-0.32412	-3.60261	0.21628	
8.88889	4.54229e-08	-0.000149273	-1.40999e-06	-0.785343	-1.66327e-06	0.719518	1.57079	0.0176566	0.0690402	-0.0310584	0.295256	0.18904	2.10966	-0.12629	
10	6.53601e-08	-0.00014719	-1.37995e-06	-0.785344	-1.64089e-06	0.785398	1.57079	1.90743e-07	1.98476e-05	2.86963e-07	-8.03681e-06	2.13023e-07	0.667034	8.27386e-05	
