0	0.000164206	-16.8251	0.000722619	16.8521	-0.505025	-0.997653	3.55269e-05	
1.11111	-0.000125741	-17.8295	-0.000326927	17.8572	-0.504533	-1.32665	-2.74073e-05	
2.22222	8.99275e-05	-17.2208	0.000462038	17.2482	-0.5049	-1.12734	1.94391e-05	
3.33333	-5.4077e-05	-17.5556	-6.54712e-05	17.5831	-0.504657	-1.23691	-1.16196e-05	
4.44444	1.77499e-05	-17.373	0.000197772	17.4004	-0.504779	-1.17713	3.94101e-06	
5.55556	1.89981e-05	-17.5254	0.000199369	17.5528	-0.504777	-1.22706	3.58086e-06	
6.66667	-5.62337e-05	-17.2813	-6.80037e-05	17.3087	-0.504659	-1.14704	-1.0958e-05	
7.77778	9.35855e-05	-17.7389	0.000467234	17.7665	-0.504895	-1.29709	1.82036e-05	
8.88889	-0.000128451	-16.946	-0.000337894	16.9732	-0.504544	-1.03707	-2.52948e-05	
10	-0.000165536	-16.824	-0.00047192	16.8511	-0.504486	-0.997056	-3.25684e-05	
