0	-0.0181975	60.1984	-2.62859	-3.58831	0.832422	-1.48378	0.0591599	
0.0677966	0.20493	101.953	-4.13889	-15.1475	1.29976	-1.83219	0.733477	
0.135593	1.48697	70.7345	-2.69526	-26.7416	1.17107	-1.23504	0.708123	
0.20339	2.75783	49.1199	-1.67847	-31.0005	1.29603	-1.69136	0.608298	
0.271186	2.37034	34.1059	-0.421891	-30.6158	1.07977	-1.74439	0.580062	
0.338983	0.800119	23.6784	0.272753	-27.656	0.792234	-1.72267	0.539933	
0.40678	-0.704101	16.6037	0.14426	-23.411	0.647536	-1.25264	0.55476	
0.474576	-1.21368	11.9486	-0.368946	-18.8417	0.625978	-0.562987	0.514298	
0.542373	-1.04334	8.90463	-0.604139	-14.561	0.514298	0.118384	0.512912	
0.610169	-0.838782	6.86689	-0.511888	-10.853	0.366977	0.663494	0.468158	
0.677966	-0.700468	5.43577	-0.381533	-7.83	0.256943	1.09729	0.462617	
0.745763	-0.573888	4.36254	-0.267626	-5.51051	0.163671	1.42089	0.42415	
0.813559	-0.445588	3.51086	-0.162538	-3.82197	0.0759936	1.61989	0.420123	
0.881356	-0.323142	2.81446	-0.0786222	-2.63895	0.00793893	1.70102	0.387315	
0.949153	-0.217255	2.242	-0.0211803	-1.82663	-0.0372159	1.70084	0.383575	
1.01695	-0.133642	1.77469	0.0147994	-1.27194	-0.0639622	1.65232	0.35602	
1.08475	-0.0711966	1.39708	0.0352394	-0.891903	-0.08099	1.57685	0.352925	
1.15254	-0.0263719	1.09487	0.0452365	-0.629413	-0.0910164	1.487	0.330267	
1.22034	0.00540146	0.85493	0.047978	-0.446285	-0.0978853	1.39017	0.327565	
1.28814	0.0278668	0.665627	0.046319	-0.31715	-0.101418	1.29099	0.309209	
1.35593	0.0441771	0.516981	0.0417569	-0.225194	-0.103544	1.19228	0.30673	
1.42373	0.0564409	0.400637	0.0357732	-0.159139	-0.103763	1.0959	0.29233	
1.49153	0.0662232	0.309761	0.0288376	-0.111383	-0.103333	1.00293	0.290033	
1.55932	0.074456	0.238818	0.0216131	-0.0766733	-0.101928	0.914082	0.279381	
1.62712	0.0818016	0.183381	0.0141	-0.0513756	-0.100305	0.829627	0.277284	
1.69492	0.0886212	0.139924	0.00658068	-0.0328831	-0.0983538	0.749711	0.270223	
1.76271	0.095172	0.105636	-0.00107983	-0.0193432	-0.0963782	0.674247	0.268318	
1.83051	0.101581	0.0782816	-0.00876464	-0.00936946	-0.0945108	0.603089	0.264736	
1.89831	0.107933	0.0560487	-0.0166136	-0.00194565	-0.0926489	0.535994	0.263012	
1.9661	0.114254	0.0374646	-0.0246041	0.00373009	-0.091206	0.472668	0.262842	
2.0339	0.120536	0.0212737	-0.0328482	0.00828115	-0.0897061	0.412821	0.261283	
2.10169	0.126736	0.00639092	-0.0414053	0.0122397	-0.088875	0.356087	0.264516	
2.16949	0.132765	-0.00820971	-0.0503663	0.0160734	-0.0878899	0.302194	0.263106	
2.23729	0.138492	-0.0235179	-0.0598826	0.0202306	-0.0878048	0.250746	0.26977	
2.30508	0.143716	-0.0406048	-0.0700477	0.0251841	-0.0874738	0.201528	0.268478	
2.37288	0.148175	-0.0606409	-0.0811318	0.0314453	-0.0882976	0.154143	0.278663	
2.44068	0.151492	-0.0850366	-0.0932651	0.0396452	-0.0888371	0.108464	0.277464	
2.50847	0.1532	-0.115475	-0.106871	0.0505269	-0.0908577	0.0641214	0.2913	
2.57627	0.15268	-0.154098	-0.122153	0.0650832	-0.0926743	0.0211055	0.290164	
2.64407	0.149201	-0.203579	-0.139703	0.0845429	-0.0964334	-0.0208979	0.307845	
2.71186	0.141907	-0.267388	-0.159787	0.110596	-0.100261	-0.0617562	0.306751	
2.77966	0.129924	-0.34995	-0.183082	0.145403	-0.106647	-0.101714	0.32854	
2.84746	0.112499	-0.45703	-0.209743	0.191961	-0.113522	-0.140487	0.327501	
2.91525	0.0892806	-0.596064	-0.240198	0.254174	-0.123473	-0.178295	0.353774	
2.98305	0.0607793	-0.776752	-0.274063	0.337448	-0.133987	-0.214704	0.352853	
3.05085	0.0288188	-1.01171	-0.311002	0.448848	-0.147099	-0.250111	0.384127	
3.11864	-0.00274878	-1.31743	-0.349831	0.5981	-0.159369	-0.283832	0.383463	
3.18644	-0.0280205	-1.71544	-0.389709	0.797986	-0.171683	-0.317243	0.420319	
3.25424	-0.0389915	-2.23352	-0.430179	1.0671	-0.180146	-0.349018	0.419956	
3.32203	-0.0275053	-2.90715	-0.472645	1.43233	-0.185766	-0.385743	0.46289	
3.38983	0.0130766	-3.7791	-0.520799	1.94104	-0.186761	-0.42472	0.462668	
3.45763	0.0845086	-4.89949	-0.57839	2.67257	-0.185768	-0.499201	0.512181	
3.52542	0.1837	-6.31984	-0.636581	3.77957	-0.177102	-0.598029	0.512215	
3.59322	0.299167	-8.1037	-0.639264	5.48097	-0.139329	-0.870593	0.569791	
3.66102	0.373834	-10.3422	-0.394753	8.07283	-0.0122755	-1.16724	0.570799	
3.72881	0.167029	-13.2817	0.479886	11.5638	0.237801	-1.99282	0.636762	
3.79661	-0.912391	-17.3276	2.33013	15.6895	0.308243	-2.01972	0.633783	
3.86441	-3.373	-23.0099	4.28086	19.9693	-0.114074	-4.28673	0.70653	
3.9322	-1.38978	-30.3656	-0.350721	26.4259	-1.06912	-3.56841	0.683538	
4	1.09835	-17.1958	-2.86839	15.4011	-0.823281	0.0771205	-0.0464422	
