0	-1.45374e-05	-16.0531	6.50249e-05	16.0768	-0.504794	-0.743207	2.39993e-05	
1.11111	1.21445e-05	-18.321	0.000116749	18.3468	-0.504761	-1.4869	-1.64733e-05	
2.22222	-6.69235e-06	-16.9447	0.000104681	16.9706	-0.504767	-1.03618	9.42915e-06	
3.33333	3.98222e-06	-17.7008	0.000121394	17.7273	-0.504757	-1.28408	-5.14097e-06	
4.44444	-2.47731e-06	-17.2881	0.000114397	17.3145	-0.504761	-1.14886	3.17063e-06	
5.55556	2.91799e-06	-17.632	0.000120365	17.6585	-0.504758	-1.26154	-3.45676e-06	
6.66667	-4.49285e-06	-17.0822	0.000107742	17.1082	-0.504765	-1.08125	6.77826e-06	
7.77778	9.14983e-06	-18.1145	0.000115079	18.1404	-0.504762	-1.4193	-1.08296e-05	
8.88889	-1.11113e-05	-16.328	7.15078e-05	16.352	-0.50479	-0.833346	1.68363e-05	
10	-1.43415e-05	-16.0531	6.54842e-05	16.0768	-0.504794	-0.7432	2.12139e-05	
