0	-3.85715e-10	-0.682999	-1.17001e-08	1.77	-1.02091e-08	0.88	-1.57	-1.12132e-08	2.7317e-07	-3.94705e-09	-8.80594e-09	3.24495e-10	5.17852e-09	1.12074e-11	
0.102564	0.0367051	-0.611867	-0.0605166	1.82777	0.037401	0.609173	-1.49733	0.734102	1.42263	-1.21033	1.15538	0.74802	-5.41654	1.4535	
0.205128	0.135104	-0.419428	-0.20256	1.9097	0.122371	0.0860352	-1.36087	1.23389	2.42615	-1.63052	0.483291	0.951374	-5.04621	1.27561	
0.307692	0.260176	-0.19097	-0.339123	1.85558	0.179885	-0.406078	-1.23707	1.26755	2.143	-1.10075	-1.56578	0.198917	-4.79606	1.20036	
0.410256	0.332395	-0.023685	-0.375077	1.62219	0.190528	-0.819433	-1.12283	0.176841	1.2027	0.381682	-3.10208	0.0139339	-3.47105	1.08453	
0.512821	0.328367	0.0472916	-0.329115	1.27568	0.199412	-1.08296	-1.01569	-0.257409	0.216827	0.537548	-3.82801	0.163749	-1.7995	1.05831	
0.615385	0.296929	0.0407654	-0.28912	0.892642	0.217022	-1.19069	-0.915198	-0.371357	-0.347354	0.26235	-3.83275	0.188456	-0.355119	0.951433	
0.717949	0.258222	0.002057	-0.275571	0.546277	0.230661	-1.17708	-0.821687	-0.402775	-0.426817	0.00863301	-3.09454	0.0843155	0.627396	0.91878	
0.820513	0.218483	-0.0301505	-0.278118	0.294145	0.232513	-1.09284	-0.734533	-0.392002	-0.217334	-0.0595662	-1.94811	-0.0472713	1.05745	0.824314	
0.923077	0.183459	-0.0422661	-0.283814	0.144821	0.223774	-0.981249	-0.653135	-0.308479	-0.0249807	-0.0543582	-1.03838	-0.127512	1.1743	0.803634	
1.02564	0.157128	-0.0403926	-0.288364	0.0668776	0.208518	-0.8636	-0.57675	-0.218142	0.062451	-0.0366403	-0.520482	-0.1776	1.17868	0.724067	
1.12821	0.139738	-0.032997	-0.291432	0.0281864	0.189405	-0.748223	-0.504872	-0.129667	0.0854605	-0.0247131	-0.253341	-0.204664	1.12885	0.7135	
1.23077	0.13093	-0.0246876	-0.293473	0.00962798	0.1685	-0.638736	-0.436861	-0.0464925	0.0807256	-0.0161074	-0.117827	-0.213429	1.06089	0.64671	
1.33333	0.129922	-0.0173139	-0.294926	0.00125793	0.147089	-0.536302	-0.372246	0.0263308	0.0667493	-0.0129587	-0.0495738	-0.21479	0.987787	0.645594	
1.4359	0.135531	-0.0113822	-0.296313	-0.00194642	0.125893	-0.440902	-0.310451	0.0858631	0.0518845	-0.014784	-0.0145131	-0.209142	0.920204	0.590315	
1.53846	0.14648	-0.00683026	-0.29818	-0.00248464	0.105177	-0.351864	-0.251055	0.133116	0.0391538	-0.0225482	0.00374861	-0.205167	0.860556	0.597593	
1.64103	0.161663	-0.00340472	-0.301042	-0.0016006	0.0850272	-0.268211	-0.193548	0.170535	0.029357	-0.0346989	0.0139322	-0.197836	0.812519	0.552549	
1.74359	0.180243	-0.000823186	-0.305326	8.18865e-05	0.0653825	-0.188798	-0.137541	0.201064	0.0222735	-0.0509827	0.0197176	-0.195058	0.775724	0.567587	
1.84615	0.20165	0.00116491	-0.311378	0.00224223	0.0461622	-0.112405	-0.0825596	0.227086	0.0174884	-0.0700632	0.0234892	-0.189346	0.752148	0.53205	
1.94872	0.225526	0.00276727	-0.319471	0.00471326	0.0272324	-0.0377712	-0.0282272	0.250421	0.0145587	-0.0917793	0.0259315	-0.18925	0.740525	0.554598	
2.05128	0.25166	0.00415304	-0.329842	0.00740482	0.0084724	0.0363925	0.0259088	0.272272	0.0131568	-0.115641	0.0278997	-0.18595	0.742749	0.528123	
2.15385	0.279936	0.00546537	-0.342704	0.0102633	-0.0102728	0.111375	0.080226	0.293234	0.0130899	-0.141605	0.0292698	-0.188953	0.756905	0.558221	
2.25641	0.310275	0.00683214	-0.358292	0.0132461	-0.0291352	0.188502	0.13517	0.313557	0.0142455	-0.170166	0.0303859	-0.188295	0.785638	0.540658	
2.35897	0.342588	0.00837694	-0.376854	0.0162925	-0.0482863	0.269069	0.191133	0.332693	0.0166505	-0.201065	0.0305423	-0.194728	0.825697	0.578594	
2.46154	0.37672	0.0102263	-0.39872	0.0192992	-0.0678573	0.35443	0.248564	0.34995	0.0203368	-0.236267	0.0295919	-0.196691	0.881517	0.570033	
2.5641	0.412376	0.0125137	-0.42427	0.0220609	-0.0880473	0.445826	0.307882	0.363177	0.025411	-0.27472	0.0256415	-0.207109	0.946404	0.61632	
2.66667	0.44906	0.0153792	-0.454063	0.0242185	-0.108958	0.544584	0.369554	0.370507	0.0318979	-0.321136	0.0175121	-0.21111	1.02876	0.617131	
2.76923	0.485968	0.0189623	-0.488723	0.0251279	-0.130819	0.651678	0.434039	0.367654	0.0397643	-0.372077	0.000674989	-0.226111	1.11312	0.672574	
2.87179	0.521995	0.0233948	-0.529197	0.0237682	-0.15357	0.768194	0.501842	0.352877	0.0488858	-0.437394	-0.0278678	-0.228904	1.21719	0.683474	
2.97436	0.555777	0.0287903	-0.576384	0.0185149	-0.177335	0.894217	0.573481	0.322762	0.059025	-0.506354	-0.0771987	-0.246402	1.30328	0.749302	
3.07692	0.586165	0.0352498	-0.6316	0.00705086	-0.201408	1.03001	0.649519	0.285006	0.0701631	-0.597958	-0.152082	-0.235044	1.41268	0.771459	
3.17949	0.612978	0.0428374	-0.695639	-0.014035	-0.225352	1.17312	0.730576	0.251241	0.0815897	-0.682817	-0.269635	-0.243842	1.44935	0.849684	
3.28205	0.638422	0.0515566	-0.769584	-0.04941	-0.247143	1.32146	0.817309	0.257651	0.0927921	-0.796092	-0.437864	-0.191968	1.51751	0.884975	
3.38462	0.667941	0.0610729	-0.852565	-0.105792	-0.265991	1.46459	0.910507	0.332714	0.0975339	-0.863531	-0.689786	-0.184997	1.34507	0.978983	
3.48718	0.708919	0.0705841	-0.94185	-0.190617	-0.278373	1.5909	1.01103	0.486858	0.0926869	-0.922174	-1.0067	-0.0626515	1.18113	1.0314	
3.58974	0.76091	0.0779146	-1.02146	-0.307399	-0.279903	1.65774	1.12001	0.552962	0.0539203	-0.670047	-1.32894	0.0320619	0.155617	1.14838	
3.69231	0.791308	0.0776681	-1.03826	-0.444647	-0.244953	1.62623	1.23832	0.0549995	-0.0588529	0.334103	-1.41603	0.666936	-0.785691	1.21766	
3.79487	0.630917	0.0532975	-0.77809	-0.591231	-0.161839	1.431	1.36572	-3.26282	-0.428565	4.86927	-1.51565	0.995341	-3.11886	1.33042	
3.89744	0.233888	0.0159339	-0.267313	-0.726205	-0.056036	1.03023	1.50152	-4.67776	-0.318715	5.34627	-1.18383	1.12072	-4.89664	1.38554	
4	-1.44105e-09	-9.86726e-07	-4.81564e-08	-0.785397	-1.1382e-08	0.785398	1.57079	9.81435e-09	2.35599e-07	1.34639e-08	-9.09263e-08	2.98043e-09	3.15113e-09	1.6331e-11	
