0	-0.182404	59.0913	-1.464	-4.76426	0.648578	-0.543162	0.026628	
0.102564	0.486915	93.5554	-2.20731	-18.8463	1.06446	-0.655295	0.731674	
0.205128	1.70866	54.5396	-1.05062	-30.2028	1.09155	-0.513351	0.649809	
0.307692	1.3757	31.5915	-0.261242	-30.6797	1.04564	-1.00708	0.568403	
0.410256	-0.104412	18.2175	0.0809872	-25.9276	0.765411	-0.992805	0.553984	
0.512821	-0.783217	10.8829	-0.127237	-19.2997	0.642231	-0.344544	0.5161	
0.615385	-0.623285	7.02843	-0.307835	-12.9946	0.430543	0.39262	0.488961	
0.717949	-0.49962	4.90389	-0.260441	-8.06376	0.254228	0.939618	0.447265	
0.820513	-0.367808	3.56017	-0.173262	-4.70218	0.12721	1.32003	0.424071	
0.923077	-0.225829	2.58694	-0.0781167	-2.66202	0.0178105	1.46645	0.391402	
1.02564	-0.102227	1.84953	-0.0179139	-1.5083	-0.0436232	1.44024	0.372182	
1.12821	-0.0179802	1.29984	0.0106415	-0.869681	-0.0763344	1.34111	0.347376	
1.23077	0.0338591	0.901734	0.0181594	-0.511196	-0.0915425	1.21438	0.332421	
1.33333	0.0647911	0.619812	0.0153616	-0.304729	-0.100179	1.08134	0.31467	
1.4359	0.084335	0.423103	0.00696934	-0.182368	-0.102016	0.950744	0.303028	
1.53846	0.0980033	0.286959	-0.00322348	-0.108195	-0.102763	0.826979	0.291625	
1.64103	0.109073	0.19291	-0.014639	-0.0624162	-0.100303	0.711824	0.282947	
1.74359	0.118979	0.127592	-0.0262149	-0.0337864	-0.0988554	0.605454	0.277551	
1.84615	0.128583	0.0813605	-0.0385214	-0.01561	-0.0957495	0.507894	0.271616	
1.94872	0.138075	0.0473073	-0.0510486	-0.00369356	-0.0944823	0.417793	0.272009	
2.05128	0.147631	0.0201858	-0.0647305	0.00480279	-0.092096	0.335145	0.268669	
2.15385	0.156898	-0.00417949	-0.0789714	0.0118481	-0.0920823	0.257496	0.274778	
2.25641	0.165685	-0.0296396	-0.0953795	0.0193939	-0.0908902	0.186085	0.274	
2.35897	0.172877	-0.0602412	-0.112833	0.0288782	-0.0930584	0.116554	0.285875	
2.46154	0.177765	-0.100849	-0.134613	0.0430317	-0.0933865	0.0534784	0.287749	
2.5641	0.177776	-0.158053	-0.158079	0.0638321	-0.0995439	-0.011991	0.305571	
2.66667	0.171609	-0.240883	-0.190216	0.0970382	-0.102155	-0.0672555	0.310321	
2.76923	0.154878	-0.362852	-0.223826	0.14681	-0.116406	-0.132509	0.334467	
2.87179	0.127992	-0.543002	-0.273095	0.227083	-0.122162	-0.175717	0.342558	
2.97436	0.0885876	-0.810929	-0.317421	0.347881	-0.150671	-0.246949	0.373765	
3.07692	0.0493111	-1.20805	-0.385206	0.544514	-0.153707	-0.264788	0.386145	
3.17949	0.0200087	-1.80152	-0.426594	0.840435	-0.196865	-0.361566	0.425582	
3.28205	0.0357548	-2.67797	-0.510015	1.33721	-0.173337	-0.323616	0.44313	
3.38462	0.0921117	-3.97786	-0.54778	2.13418	-0.235754	-0.53609	0.491632	
3.48718	0.215876	-5.82086	-0.689205	3.68509	-0.169527	-0.440921	0.514952	
3.58974	0.279547	-8.44087	-0.612763	6.52604	-0.252638	-1.27575	0.575415	
3.69231	0.218768	-12.26	0.0176461	11.2936	0.226406	-1.27011	0.606608	
3.79487	-2.70828	-18.7469	3.77133	16.576	0.312024	-3.29131	0.672633	
3.89744	-1.7624	-28.5012	1.20888	25.0224	-0.896669	-3.67832	0.706025	
4	1.04215	-17.0153	-2.38084	15.5984	-0.664232	-0.347301	-0.0521156	
