0	-5.52959	-5.01472	-4.35298	7.52243e-07	-7.13297e-07	7.94676e-08	-0.0577416	-0.159082	0.154592	9.51021e-08	-8.11622e-08	9.9395e-09	
0.555556	-5.36714	-4.80213	-3.73483	-0.366531	0.134596	-0.463542	0.707538	1.00944	2.31798	-1.46613	0.538389	-1.85417	
1.11111	-4.4955	-3.88939	-2.36292	-0.478789	0.0237884	-0.995218	2.77902	2.64152	3.16967	1.0171	-0.98162	-0.272533	
1.66667	-2.86713	-2.40163	-1.00595	-0.0890771	-0.0390004	-0.978219	3.73449	3.30951	2.25821	0.541753	0.730464	0.340529	
2.22222	-0.946793	-0.746584	-0.00231576	0.0122086	0.0971666	-0.857436	3.94685	3.31067	1.75633	-0.13661	-0.185796	0.142603	
2.77778	1.06663	0.885482	0.886258	-0.0385364	-0.0271506	-0.915978	4.10683	3.21759	1.79797	-0.0663697	-0.311472	-0.376771	
3.33333	3.06273	2.43769	1.89257	0.15638	0.0530233	-1.09943	3.87756	2.99125	2.22729	0.846035	0.632168	-0.357054	
3.88889	4.52973	3.63688	3.2474	0.567475	0.000742127	-1.06192	1.99046	1.80551	3.192	0.798347	-0.841293	0.507126	
4.44444	5.07955	4.16034	4.74605	0.383531	-0.104791	-0.467568	0.208811	0.288308	2.80262	-1.53412	0.419162	1.87027	
5	5.13653	4.21712	5.41478	-3.44924e-08	1.70905e-08	1.42757e-08	0.0191332	-0.061169	-0.127711	9.68383e-09	-4.42125e-09	-7.8082e-09	
