0	0.70944	0.767784	1.01811	1.1331	
0.128205	1.75068	1.86005	1.75136	1.89715	
0.25641	1.88353	1.97137	1.65016	1.64155	
0.384615	1.69173	1.67699	1.78692	1.74803	
0.512821	1.70338	1.61138	1.67941	1.64744	
0.641026	1.63187	1.56714	1.62267	1.55108	
0.769231	1.54736	1.495	1.56067	1.50523	
0.897436	1.49019	1.4527	1.47215	1.4425	
1.02564	1.41032	1.39835	1.41787	1.40092	
1.15385	1.35668	1.35526	1.35594	1.35523	
1.28205	1.30852	1.31461	1.30881	1.31593	
1.41026	1.26974	1.27934	1.27184	1.28231	
1.53846	1.24176	1.25201	1.24162	1.25354	
1.66667	1.21925	1.22997	1.22128	1.23285	
1.79487	1.2052	1.21558	1.20573	1.21731	
1.92308	1.19562	1.20617	1.19691	1.20826	
2.05128	1.19143	1.20206	1.19196	1.20352	
2.17949	1.19062	1.20156	1.19086	1.20279	
2.30769	1.19262	1.20387	1.19215	1.20477	
2.4359	1.19609	1.20797	1.19501	1.20835	
2.5641	1.19977	1.21277	1.19863	1.21259	
2.69231	1.20301	1.21749	1.20187	1.21648	
2.82051	1.20495	1.22102	1.20391	1.21945	
2.94872	1.2049	1.22264	1.20395	1.22056	
3.07692	1.20222	1.22158	1.2015	1.21909	
3.20513	1.19668	1.21692	1.19626	1.21466	
3.33333	1.18859	1.20861	1.18812	1.20602	
3.46154	1.1787	1.19501	1.17758	1.19342	
3.58974	1.16838	1.17716	1.16567	1.17426	
3.71795	1.15948	1.15229	1.1542	1.14937	
3.84615	1.15002	1.12174	1.1494	1.11568	
3.97436	1.14364	1.08536	1.15113	1.07327	
4.10256	1.14349	1.0411	1.1551	1.02913	
4.23077	1.15493	1.00406	1.14676	0.979151	
4.35897	1.12012	0.95912	1.16273	0.956972	
4.48718	1.09538	0.938815	1.1201	0.953065	
4.61538	1.0624	0.933765	1.00514	1.01603	
4.74359	0.822858	0.910755	0.989405	1.16225	
4.87179	0.748741	1.142	0.711094	1.00576	
5	0.430201	0.690391	0.201579	0.387528	
