0	1.3473	1.62831	1.66544	1.79674	
0.263158	1.64887	1.67195	1.4668	1.59861	
0.526316	1.5997	1.57943	1.5555	1.52509	
0.789474	1.47404	1.46846	1.62056	1.54518	
1.05263	1.5424	1.47764	1.42041	1.43782	
1.31579	1.42225	1.38642	1.4585	1.37953	
1.57895	1.38517	1.35826	1.39071	1.37282	
1.84211	1.33664	1.31857	1.32006	1.31617	
2.10526	1.27389	1.28169	1.2884	1.27614	
2.36842	1.24514	1.23875	1.24433	1.23894	
2.63158	1.19893	1.20927	1.19618	1.20428	
2.89474	1.14516	1.17483	1.14641	1.17569	
3.15789	1.11148	1.14373	1.11212	1.14805	
3.42105	1.15128	1.10841	1.15328	1.07908	
3.68421	1.12137	1.05822	1.09276	1.0948	
3.94737	1.06354	1.02666	1.15209	1.06004	
4.21053	1.14364	1.07823	1.0458	0.898697	
4.47368	1.05016	0.905919	1.0929	1.11551	
4.73684	0.880255	0.997179	1.01489	1.12373	
5	0.946904	1.30252	0.678419	0.912257	
